plant_ID,line,batch,type,pop,no,nod_alive,nod,leaf,fru,flo,root_BM,shoot_BM,seed_BM,date_diss,diss,diss_note,plot,loc,survive,field_notes,line_ID
NR-59,AC20 ,one,pool,ac,20,12,12,18,0,0,0.0119,0.0245,0,12-Mar-15,Simran,"nods not dissected, 1-P07",plot_1,P07,1,"herb,died",wt30
NR-60,RBE17,two,pool,rbe,17,3,7,1,0,0,0.0076,0.0077,0,not recorded,Simran,"4 senesced, labeled as , 1-F03",plot_1,F03,1,NA,wtx39
NR-61,DU4,one,pool,du,4,16,16,22,0,0,0.0126,0.0598,0,22-Sep-14,Steffi,"NA, 1-F16",plot_1,F16,1,small,wrx40
NR-62,HTR25,one,pheno,htr,25,12,22,82,5,4,NA,NA,NA,1-Jun-15,Steffi,"10 senesced, in NB, 2-J09",plot_2,J09,1,"inflower,bagged",ka16
NR-63,KA16,one,pheno,ka,16,38,69,157,4,2,0.127,0.6393,0.066,1-Jun-15,Steffi,"31 senesced, in NB, 2-K10",plot_2,K10,1,"inflower,bagged",htr25
NR-64,HTR1,one,pheno,htr,1,22,44,71,0,0,0.0808,0.3633,0,3-Jun-15,Steffi,"22 senesced, 1-E10",plot_1,E10,1,harv,forx26
NR-65,HTD2,one,pheno,htd,2,26,45,123,21,3,NA,NA,NA,3-Jun-15,Steffi,"19 senesced, in NB, 2-C09",plot_2,C09,1,harv,ka16
NR-66,HTR1,two,pheno,htr,1,1,2,51,0,0,NA,NA,NA,10-Jun-15,Steffi,"1 senesced, 2-D19",plot_2,D19,1,died,htdx2
NR-67,HTR1,one,pheno,htr,1,17,26,15,0,0,0.0167,0.0535,0,10-Jun-15,Steffi,"8 senesced, double entry in NB for E12, 2-E12",plot_2,E12,1,healthy,fz24
NR-68,HTR25 ,one,pheno,htr,25,10,16,121,0,0,0.0509,0.3112,0,15-Jun-15,Steffi,"6 senesced, 2-N14",plot_2,N14,1,"inflower,bagged",rbe17
NR-69,KA16,one,pheno,ka,16,4,8,122,3,7,NA,NA,NA,23-Jul-15,Steffi,"4 senesced, 2-F05",plot_2,F05,1,died,rbex34
NR-70,KA24 ,one,pheno,ka,24,8,10,64,0,0,0.0086,0.0145,0,23-Jul-15,Steffi,"2 senesced, 3-H03",plot_3,H03,1,harv,wt39
NR-71,RBE34,one,pool,rbe,34,11,11,19,0,0,0.0186,0.1222,0,15-Jan-15,Simran,NA,plot_1,J16,1,"inflower,bagged",rbe34
NR-72,WR34,two,pheno,wr,34,12,24,4,0,0,0.005,0.0054,0,24-Jun-15,Grant,12 senesced,plot_1,P02,1,fewleaves,wrx34
NR-73,RBE38,two,pheno,rbe,38,5,10,3,0,0,0.0101,0.0153,0,25-Jun-15,Grant,5 senesced,plot_1,Q02,1,noleaves,rbex38
NR-74,HTR25,two,pheno,htr,25,6,6,45,0,0,0.0156,0.0627,0,11-Jun-15,Grant ,NA,plot_2,B19,1,small,htrx25
NR-75,WT39,one,pool,wt,39,12,13,26,0,0,NA,NA,NA,3-Jun-15,Grant,NA,plot_2,K15,1,harv,wt39
NR-76,HTR1,one,pheno,htr,1,73,79,114,0,0,0.1594,0.3582,0,17-Jun-15,Steffi,6 senesced,plot_3,E06,1,healthy,htr1
NR-77,FOR26,two,pheno,for,26,3,7,37,0,0,0.0228,0.0566,0,30-Jul-15,Andrea and Jessica ,NA,plot_3,G12,1,harv,forx26
NR-78,WT30,two,pheno,wt,30,7,7,32,0,0,0.0216,0.1217,0,23-Jul-15,Steffi,all senesced,plot_3,G15,1,harv,wtx30
NR-79,HTD28,two,pheno,htd,28,10,10,101,0,0,0.0386,0.3878,0,23-Jul-15,Andrea and Jessica,NA,plot_3,G17,1,healthy,htdx28
NR-80,RBE38,two,pheno,rbe,38,17,24,71,0,0,NA,NA,NA,not recorded,Grant,7 senesced,plot_3,I18,1,noleaves,rbex38
NR-81,RBE38,two,pool,rbe,38,19,19,29,0,0,0.0088,0.0704,0,not recorded,Samriti,NA,plot_3,I18,1,noleaves,rbex38
NR-82,FOR15,two,pool,for,15,8,8,13,0,0,0.008,0.0249,0,not recorded,Madeline,NA,plot_3,K11,1,harv,forx15
NR-83,WR34,two,pool,wr,34,6,6,8,0,0,0.0086,0.0099,0,30-Jul-15,Steffi ,"in notebook, done twice?",plot_3,N19,1,harv,wrx34
NR-84,KA7,one,pool,ka,7,0,3,0,0,0,0.0045,NA,NA,22-Sep-14,Steffi,3 senesced,plot_4,G06,1,small,ka7
NR-85,FOR43,two,pool,for,43,0,0,0,0,0,0.0054,0.0082,0,22-Sep-14,Steffi,NA,plot_4,L13,1,fewleaves,forx43
